epoch,train_loss,macro_all,macro_clean
0,0.10338230452913068,0.7952986575705855,0.8199170451683143
1,0.08020990144038376,0.8531126755534381,0.8714628679583682
2,0.0726734293495124,0.8734075187535862,0.8879382744276308
3,0.06760554624236984,0.8911424915808617,0.904658339759285
4,0.06485937849615082,0.9056753673058549,0.9152917542214661
5,0.062107087614444584,0.9170741128908344,0.9215624317115159
6,0.06044107912988453,0.9199181909101812,0.9259077446894519
7,0.05891662795137573,0.9213810264927718,0.9284559958199443
8,0.057623291053833105,0.9187452937238485,0.9295292419643691
9,0.05644440566336279,0.9245649163977289,0.9332752804877114
10,0.05553272891885195,0.9253965750597589,0.9329124679924689
11,0.05473107538926296,0.9271090006776267,0.9336884829289717
12,0.053877066411487345,0.9313749972111527,0.9371092436552482
13,0.05314753124074185,0.930362520927768,0.9366219553180539
14,0.052280580768218406,0.9331717076062293,0.9381526677501413
15,0.051762488312446155,0.9333800431145339,0.9385078089054113
16,0.05126006661098955,0.9341193038924552,0.9407482310467145
17,0.05059405233397152,0.9331289411647018,0.9413516423063772
18,0.04983785628399133,0.9330989423339181,0.9407188406285137
19,0.049415632441039484,0.9346125171410892,0.9411577081500306
20,0.04899022643601065,0.9348637521682746,0.9418547692904591
21,0.048350432444186436,0.9343768889105059,0.9417514339787583
22,0.04795468055503272,0.9374763373940371,0.9426788935214419
23,0.04727114333119584,0.9364015238782135,0.942683187183991
24,0.046973021898841685,0.9365537597115945,0.9438617532558603
25,0.04612438455769867,0.9382257617581601,0.9445647692919407
26,0.045862770649594264,0.936327142584424,0.9430923308249676
27,0.045596975642137036,0.9352371337123386,0.9438980779075935
28,0.045227050433283324,0.9338832609067772,0.9433458502760148
29,0.04449395571354326,0.9320935046636717,0.9436044751224502
30,0.04406508464952965,0.9341193841459511,0.9444509643202723
31,0.04375838156748604,0.9341353370952271,0.9442936664069786
32,0.04340196416573428,0.9347571652473095,0.9450815464068997
33,0.04277297763679272,0.9364245758851791,0.9442647892964643
34,0.04267662870714734,0.93524001800664,0.9441281017690757
35,0.04204067419327441,0.9326815533033613,0.9433222212072995
36,0.041913575455273466,0.9339310478771385,0.9432406854616999
37,0.04139195049638713,0.9337337041669428,0.943438636041469
38,0.041273528239229224,0.9366016823312547,0.9435292227962241
39,0.04051413849651159,0.9349219875023224,0.9435936809091144
40,0.04067661660986069,0.9362039902606073,0.9444096466296975
41,0.04000377494009423,0.9374580851185818,0.9440339135738887
42,0.03978457971179223,0.9349686345748919,0.9428397551886276
43,0.03903063721681908,0.9319430696260991,0.9431077840456377
44,0.039034383187254704,0.9298812971653269,0.9426781783106785
45,0.03859135987503188,0.9317602231188681,0.9424435039809618
46,0.03836208061338999,0.9299871730034646,0.9422459413615496
47,0.03794676237381422,0.9281898798154319,0.9412547988234379
48,0.03752993050648834,0.9312039567440278,0.9418914424302176
49,0.03740516488505152,0.9301492415938419,0.9413167535908603
50,0.03709906559341993,0.9261914658298763,0.940759534256008
51,0.03684633184265304,0.9286378205758815,0.9409759174376954
52,0.036288647758927976,0.9323375376781361,0.9410623337108652
53,0.03656562319496176,0.9317290021656408,0.9415126958578862
54,0.03589135598077442,0.9290971554580851,0.9410996852328878
55,0.035895405419088984,0.9271800409511616,0.9406859188231854
56,0.03559168782289866,0.9308164796147049,0.940855728395755
57,0.0353485737405308,0.9304459702579144,0.9401304196208347
58,0.035047704865644264,0.9289870904682863,0.9406384712256896
59,0.03519160183139773,0.9292930111599453,0.9388433036086055
