epoch,train_loss,macro_all,macro_clean
0,0.10335324983020405,0.8095764615069324,0.8177471505409794
1,0.08126581701767313,0.860124504897152,0.8695410507451596
2,0.07379217842941756,0.8787889506855047,0.889149986614321
3,0.06925379940660009,0.8915491813749884,0.9018455970121878
4,0.0660373489525947,0.9049625048170555,0.9126294407489858
5,0.0636798955991373,0.9087613662535844,0.9163287179138272
6,0.061605407491380916,0.9184778951796022,0.9258330693653715
7,0.06017017865301052,0.9179058864139228,0.9262366416903746
8,0.058641525415273815,0.9223846918007867,0.9294067904871034
9,0.057411665867864,0.9245967343900593,0.931493647058028
10,0.05645019243106301,0.9291207155185955,0.9346731521217364
11,0.055585770161597284,0.9283290874530604,0.9357693917362658
12,0.05495890921780041,0.9304696211791217,0.936415698699534
13,0.05405966683730974,0.9304284875630344,0.9369573441531904
14,0.053177495156124834,0.930213068989852,0.9384239127042916
15,0.05252994906716731,0.9307895846088401,0.9394316479161275
16,0.051748822221443766,0.9322745326233787,0.9407491174751968
17,0.05133534244674466,0.9313802242374005,0.9401186034499606
18,0.05054205842316151,0.9313205110094829,0.9404661090821514
19,0.050347380353745086,0.9316952256759489,0.9418177347049935
20,0.04944951818648712,0.9337230972805616,0.9424220963828551
21,0.048883720086171076,0.9318553048677377,0.9417569576642223
22,0.04871963379365621,0.9299588752967597,0.9423459968209958
23,0.048213842956028576,0.9329977864024069,0.9422350188329792
24,0.047500053563943274,0.9324030139945101,0.9431393476034376
25,0.04696864522857107,0.9291451723497997,0.9433135375819655
26,0.04647550098734461,0.9337575589726325,0.9435202118736973
27,0.04623033892322373,0.9322535954974517,0.9425849330027598
28,0.045818849824942075,0.9331683093008591,0.9441092697934053
29,0.04550053381903486,0.9329310445289762,0.943696523559036
30,0.04485639742142333,0.9335933727601214,0.9445189164828401
31,0.04445673042956071,0.9310249085438381,0.9436095756642484
32,0.04450095017123353,0.9291182715850569,0.9434143966834498
33,0.043689248291946155,0.9324199766339332,0.9439881576405226
34,0.043273162199081956,0.930802224683332,0.9437248147257249
35,0.043123999692417765,0.9317902999565864,0.9440540598841467
36,0.042790341385445754,0.9299101747823736,0.9434523884342596
37,0.04245660960974493,0.9295911317464041,0.9427912489022134
38,0.04204206004220269,0.9303095125596123,0.9445404336860156
39,0.04174603332830218,0.9294382398000199,0.9435219350539819
40,0.041127061034678974,0.9295390221276346,0.943480408952386
41,0.040946333413268185,0.9294151208450475,0.9427185502377001
42,0.040588425049360416,0.9298118241808817,0.9430567157642133
43,0.04040688785959731,0.9301104664086993,0.9419899863926099
44,0.040014113227908425,0.9298693492036647,0.9430195241752355
45,0.03937440343719699,0.9304845968901806,0.9431159126000045
46,0.03906036795359173,0.9294765666840086,0.9421149910603276
47,0.039112484300911646,0.9288180908814726,0.9426542447640287
48,0.03882538567505258,0.9280827976336085,0.9417984439976905
49,0.038408076390624046,0.9266425368928878,0.9430557695305841
50,0.038262113580828185,0.9235311795622151,0.941556407209366
51,0.03803358168337808,0.9260869147859407,0.9431374978405948
52,0.03743246224309717,0.9244004816302261,0.9413094330606923
53,0.03702831386346302,0.9250139364137444,0.941523093599273
54,0.03692693997433771,0.9256014129353396,0.9413673806555092
55,0.03643930748432547,0.9256669493642964,0.94198642903573
56,0.03636019232754524,0.9239312761048661,0.941312814355475
57,0.03614869099042136,0.9218883280052161,0.9410375708590484
58,0.03591888655154478,0.9228133130374653,0.9406928797370735
59,0.03553691483188025,0.9222043704876267,0.9399181510839423
60,0.03532993624962512,0.9260120620430788,0.9395406668766497
61,0.03510350639839749,0.9260714205216652,0.9411427924291469
62,0.03496073771118026,0.9244892362044423,0.940396547345664
63,0.034444583648126643,0.9261501495701536,0.9403072248727953
64,0.03458708954545168,0.924518418568784,0.9392932569551593
65,0.03422714181026041,0.9237832901370402,0.9403612278442341
66,0.03389953347707624,0.9223800030436328,0.9395115070622333
67,0.033786479997765885,0.9236342478550725,0.9400915372971184
68,0.033564477531246216,0.9251054925549599,0.9394362340952521
69,0.03345776101635708,0.9223312228016716,0.9388216101886233
70,0.03323752234515908,0.9220564807344759,0.9383869179934217
71,0.03278054326991022,0.9227197767417257,0.9383451283557085
72,0.033396261208605414,0.9203369849347282,0.9377308084890987
73,0.03262849712246285,0.9219916933792793,0.9373334292344665
74,0.032314212938204356,0.9167056379122305,0.937282538225377
75,0.03226127954466002,0.9229324293873686,0.9369929425157314
76,0.03216221700712438,0.9213010459888394,0.9375000018743955
77,0.03178954001638915,0.92331486273478,0.9371269896108274
78,0.0319084252534441,0.9216188128319431,0.9372058624681937
79,0.03136366706737232,0.92656101857676,0.9378648112636347
80,0.03137121128511953,0.9229422952077029,0.9369692015144968
81,0.031121143532214148,0.9239145456015877,0.9375629049853703
82,0.03126016267380872,0.9225129048579086,0.9380902630316731
83,0.031001319801741905,0.9219175898105693,0.9362449345474628
84,0.030654706927391636,0.9209533661670912,0.9372021531415978
85,0.030823500212896,0.9202479478404174,0.9367950999607653
86,0.030060267689955105,0.923407855714353,0.9375200633164962
87,0.030412249765171238,0.9212611274821697,0.9374073878254319
88,0.030083738315181855,0.9235192591756938,0.9367470062562846
89,0.029988732093419783,0.9244753494078518,0.937159834540273
90,0.029480769766337706,0.9213838740980927,0.9360488640809286
91,0.02960899573215198,0.9220382797435883,0.9351892927434243
92,0.029592927804578353,0.9227242437468733,0.9355636220459195
93,0.029243550481677275,0.9246887827073067,0.9352753258550034
94,0.028958077109231182,0.9237211302402633,0.9357094785850595
95,0.029057964948671206,0.9228269908341801,0.9357638035600723
96,0.028748456102151137,0.9244369234464562,0.9356710701730937
97,0.028797714169317985,0.9226180853796285,0.935214879632523
98,0.02871621078078127,0.9241431192360556,0.935238646918043
99,0.02856197087401217,0.9231771722640763,0.9356085545018401
